source_id,target_id,rel_type,target_kind,ordinal,accessed_date,accessed_date_stated,stated_source_text,source_document
DTOM-L1-ENT-POL-002,src_3ceadcb18b27,CITES,Source,23,2026-03-09,"March 9, 2026","OECD Recommendation on AI, accessed March 9, 2026, <https://legalinstruments.oecd.org/en/instruments/OECD-LEGAL-0449>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-002,src_70706f23911b,CITES,Source,24,2026-03-09,"March 9, 2026","NIST SP 800-171 Rev. 3, accessed March 9, 2026, <https://csrc.nist.gov/publications/detail/sp/800-171/rev-3/final>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-003,doc_dtom_contextual_architecture_for_enterprise_policies_docx,CITES,InternalDocument,1,,,DTOM Contextual Architecture for Enterprise Policies.docx,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-003,src_afeaaa8353db,CITES,Source,2,2026-03-09,"March 9, 2026","NIST Cybersecurity Framework (CSF) 2.0, accessed March 9, 2026, <https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.29.pdf>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-003,src_641ff2430570,CITES,Source,3,2026-03-09,"March 9, 2026","ISO/IEC 27001:2022, accessed March 9, 2026, <https://www.iso.org/standard/27001>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-003,src_34a53279122e,CITES,Source,4,2026-03-09,"March 9, 2026","ISO/IEC 27002:2022, accessed March 9, 2026, <https://www.iso.org/standard/27002>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-003,src_e9838344264d,CITES,Source,5,2026-03-09,"March 9, 2026","NIST SP 800-53 Rev. 5, accessed March 9, 2026, <https://csrc.nist.gov/publications/detail/sp/800-53/rev-5/final>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-003,src_44723c92b0e3,CITES,Source,6,2026-03-09,"March 9, 2026","NIST SP 800-30 Rev. 1 Risk Assessments, accessed March 9, 2026, <https://csrc.nist.gov/publications/detail/sp/800-30/rev-1/final>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-003,src_014c4470ae8d,CITES,Source,7,2026-03-09,"March 9, 2026","ISO 31000:2018 Risk Management Guidelines, accessed March 9, 2026, <https://www.iso.org/standard/65694.html>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-003,src_9505c0f1c700,CITES,Source,8,2026-03-09,"March 9, 2026","COSO Enterprise Risk Management Framework, accessed March 9, 2026, <https://www.coso.org/SitePages/Enterprise-Risk-Management.aspx>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-003,src_9989a31f725b,CITES,Source,9,2026-03-09,"March 9, 2026","GDPR Regulation (EU) 2016/679, accessed March 9, 2026, <https://eur-lex.europa.eu/eli/reg/2016/679/oj>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-003,src_c4c0264b7566,CITES,Source,10,2026-03-09,"March 9, 2026","NIS2 Directive (EU) 2022/2555, accessed March 9, 2026, <https://eur-lex.europa.eu/eli/dir/2022/2555/oj>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-003,src_9f47ba2f1c2a,CITES,Source,11,2026-03-09,"March 9, 2026","DORA Regulation (EU) 2022/2554, accessed March 9, 2026, <https://eur-lex.europa.eu/eli/reg/2022/2554/oj>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-003,src_3455cafa9e9d,CITES,Source,12,2026-03-09,"March 9, 2026","CIS Controls v8, accessed March 9, 2026, <https://www.cisecurity.org/controls/v8>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-003,src_bc9954fb422c,CITES,Source,13,2026-03-09,"March 9, 2026","NIST SP 800-63 Digital Identity Guidelines, accessed March 9, 2026, <https://pages.nist.gov/800-63-4/>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-003,src_c7737482c1f9,CITES,Source,14,2026-03-09,"March 9, 2026","OECD Principles of Corporate Governance, accessed March 9, 2026, <https://www.oecd.org/corporate/principles-corporate-governance/>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-003,src_d81f412cea04,CITES,Source,15,2026-03-09,"March 9, 2026","U.S. DOJ Evaluation of Corporate Compliance Programs, accessed March 9, 2026, <https://www.justice.gov/criminal/criminal-fraud/page/file/937501/download>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-003,src_d69b885ea864,CITES,Source,16,2026-03-09,"March 9, 2026","UK Bribery Act 2010 - Guidance, accessed March 9, 2026, <https://www.gov.uk/government/publications/bribery-act-2010-guidance>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-003,src_e577f0fb2d94,CITES,Source,17,2026-03-09,"March 9, 2026","FCPA Resource Guide (DOJ/SEC), accessed March 9, 2026, <https://www.justice.gov/criminal-fraud/fcpa-guidance>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-003,src_74b296d79a4f,CITES,Source,18,2026-03-09,"March 9, 2026","NIST SP 800-50 Security Awareness Program, accessed March 9, 2026, <https://csrc.nist.gov/publications/detail/sp/800-50/final>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-003,src_5110af80a8bf,CITES,Source,19,2026-03-09,"March 9, 2026","SANS Acceptable Use Policy Guidance, accessed March 9, 2026, <https://www.sans.org/information-security-policy/>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-003,src_ffe62f028410,CITES,Source,20,2026-03-09,"March 9, 2026","SOC 2 Trust Services Criteria, accessed March 9, 2026, <https://www.aicpa-cima.com/resources/landing/system-and-organization-controls-soc-suite-of-services>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-004,doc_dtom_contextual_architecture_for_enterprise_policies_docx,CITES,InternalDocument,1,,,DTOM Contextual Architecture for Enterprise Policies.docx,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-004,src_afeaaa8353db,CITES,Source,2,2026-03-09,"March 9, 2026","NIST Cybersecurity Framework (CSF) 2.0, accessed March 9, 2026, <https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.29.pdf>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-004,src_641ff2430570,CITES,Source,3,2026-03-09,"March 9, 2026","ISO/IEC 27001:2022, accessed March 9, 2026, <https://www.iso.org/standard/27001>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-004,src_34a53279122e,CITES,Source,4,2026-03-09,"March 9, 2026","ISO/IEC 27002:2022, accessed March 9, 2026, <https://www.iso.org/standard/27002>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-004,src_e9838344264d,CITES,Source,5,2026-03-09,"March 9, 2026","NIST SP 800-53 Rev. 5, accessed March 9, 2026, <https://csrc.nist.gov/publications/detail/sp/800-53/rev-5/final>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-004,src_44723c92b0e3,CITES,Source,6,2026-03-09,"March 9, 2026","NIST SP 800-30 Rev. 1 Risk Assessments, accessed March 9, 2026, <https://csrc.nist.gov/publications/detail/sp/800-30/rev-1/final>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-004,src_014c4470ae8d,CITES,Source,7,2026-03-09,"March 9, 2026","ISO 31000:2018 Risk Management Guidelines, accessed March 9, 2026, <https://www.iso.org/standard/65694.html>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-004,src_9505c0f1c700,CITES,Source,8,2026-03-09,"March 9, 2026","COSO Enterprise Risk Management Framework, accessed March 9, 2026, <https://www.coso.org/SitePages/Enterprise-Risk-Management.aspx>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-004,src_9989a31f725b,CITES,Source,9,2026-03-09,"March 9, 2026","GDPR Regulation (EU) 2016/679, accessed March 9, 2026, <https://eur-lex.europa.eu/eli/reg/2016/679/oj>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-004,src_c4c0264b7566,CITES,Source,10,2026-03-09,"March 9, 2026","NIS2 Directive (EU) 2022/2555, accessed March 9, 2026, <https://eur-lex.europa.eu/eli/dir/2022/2555/oj>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-004,src_9f47ba2f1c2a,CITES,Source,11,2026-03-09,"March 9, 2026","DORA Regulation (EU) 2022/2554, accessed March 9, 2026, <https://eur-lex.europa.eu/eli/reg/2022/2554/oj>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-004,src_3455cafa9e9d,CITES,Source,12,2026-03-09,"March 9, 2026","CIS Controls v8, accessed March 9, 2026, <https://www.cisecurity.org/controls/v8>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-004,src_bc9954fb422c,CITES,Source,13,2026-03-09,"March 9, 2026","NIST SP 800-63 Digital Identity Guidelines, accessed March 9, 2026, <https://pages.nist.gov/800-63-4/>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-004,src_c7737482c1f9,CITES,Source,14,2026-03-09,"March 9, 2026","OECD Principles of Corporate Governance, accessed March 9, 2026, <https://www.oecd.org/corporate/principles-corporate-governance/>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-004,src_d81f412cea04,CITES,Source,15,2026-03-09,"March 9, 2026","U.S. DOJ Evaluation of Corporate Compliance Programs, accessed March 9, 2026, <https://www.justice.gov/criminal/criminal-fraud/page/file/937501/download>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-004,src_d69b885ea864,CITES,Source,16,2026-03-09,"March 9, 2026","UK Bribery Act 2010 - Guidance, accessed March 9, 2026, <https://www.gov.uk/government/publications/bribery-act-2010-guidance>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-004,src_e577f0fb2d94,CITES,Source,17,2026-03-09,"March 9, 2026","FCPA Resource Guide (DOJ/SEC), accessed March 9, 2026, <https://www.justice.gov/criminal-fraud/fcpa-guidance>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-004,src_74b296d79a4f,CITES,Source,18,2026-03-09,"March 9, 2026","NIST SP 800-50 Security Awareness Program, accessed March 9, 2026, <https://csrc.nist.gov/publications/detail/sp/800-50/final>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-004,src_5110af80a8bf,CITES,Source,19,2026-03-09,"March 9, 2026","SANS Acceptable Use Policy Guidance, accessed March 9, 2026, <https://www.sans.org/information-security-policy/>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-004,src_ffe62f028410,CITES,Source,20,2026-03-09,"March 9, 2026","SOC 2 Trust Services Criteria, accessed March 9, 2026, <https://www.aicpa-cima.com/resources/landing/system-and-organization-controls-soc-suite-of-services>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-004,src_5fa55e7cd697,CITES,Source,21,2026-03-09,"March 9, 2026","HIPAA Security Rule (45 CFR Part 164 Subpart C), accessed March 9, 2026, <https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164/subpart-C>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L1-ENT-POL-004,src_157a4f1c77c5,CITES,Source,22,2026-03-09,"March 9, 2026","Federal Sentencing Guidelines Manual (Compliance and Ethics), accessed March 9, 2026, <https://www.ussc.gov/guidelines/2024-guidelines-manual-annotated>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-AIS-POL-009,src_d43988fcebe5,CITES,Source,1,2025-12-14,"December 14, 2025","High-level summary of the AI Act | EU Artificial Intelligence Act, accessed on December 14, 2025, <https://artificialintelligenceact.eu/high-level-summary/>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
